Customer ID,Recency,Frequency,Monetary,Churn,Churn_Probability,Action
13969,1,18,4311.93,0,0.0,Contato personalizado
13970,22,2,846.55,0,0.0,Contato personalizado
13971,59,6,1909.31,0,0.0,Contato personalizado
13974,218,1,264.13,1,1.0,Oferecer desconto imediato
13975,29,6,2832.56,0,0.0,Contato personalizado
13976,142,3,834.38,1,1.0,Oferecer desconto imediato
13977,47,1,519.8100000000001,0,0.0,Campanha de reengajamento
13979,29,6,2546.36,0,0.0,Contato personalizado
13980,75,4,599.78,0,0.0,Campanha de reengajamento
13981,51,1,331.14,0,0.0,Campanha de reengajamento
13982,1,6,2573.7799999999997,0,0.0,Contato personalizado
13983,2,10,4505.02,0,0.0,Contato personalizado
13984,2,8,1128.09,0,0.0,Contato personalizado
13985,10,7,2960.73,0,0.0,Contato personalizado
13987,15,2,682.54,0,0.0,Campanha de reengajamento
13988,19,2,609.84,0,0.0,Campanha de reengajamento
13989,100,3,759.98,1,1.0,Oferecer desconto imediato
13992,16,2,142.7,0,0.0,Campanha de reengajamento
13993,15,10,3309.35,0,0.0,Contato personalizado
13995,15,9,2508.32,0,0.0,Contato personalizado
13996,22,2,895.76,0,0.0,Contato personalizado
13997,155,3,382.31,1,0.995,Oferecer desconto imediato
13998,82,3,566.7,0,0.0,Campanha de reengajamento
13999,10,17,5600.45,0,0.0,Contato personalizado
14000,50,4,1410.68,0,0.0,Contato personalizado
14001,9,7,2487.01,0,0.0,Contato personalizado
14003,368,1,209.41,1,1.0,Oferecer desconto imediato
14004,29,4,1675.81,0,0.0,Contato personalizado
14006,164,4,1234.48,1,0.995,Oferecer desconto imediato
14007,148,1,79.48,1,1.0,Oferecer desconto imediato
14008,68,1,509.04,0,0.0,Campanha de reengajamento
14009,98,1,404.3,1,0.995,Oferecer desconto imediato
14010,201,2,445.15,1,1.0,Oferecer desconto imediato
14011,116,2,457.82,1,1.0,Oferecer desconto imediato
14013,16,2,611.5500000000001,0,0.0,Campanha de reengajamento
14014,12,2,1443.03,0,0.005,Contato personalizado
14016,32,7,7062.2,0,0.0,Contato personalizado
14017,207,1,229.75,1,1.0,Oferecer desconto imediato
14018,281,1,367.15000000000003,1,1.0,Oferecer desconto imediato
14020,112,2,606.21,1,1.0,Oferecer desconto imediato
14021,10,4,1084.68,0,0.0,Contato personalizado
14022,122,1,352.15000000000003,1,1.0,Oferecer desconto imediato
14024,26,1,318.04,0,0.0,Campanha de reengajamento
14025,100,8,4057.9,1,0.985,Oferecer desconto imediato
14026,106,2,713.11,1,1.0,Oferecer desconto imediato
14028,186,3,10396.5,1,1.0,Oferecer desconto imediato
14030,2,14,5902.2,0,0.005,Contato personalizado
14031,1,27,23712.31,0,0.0,Contato personalizado
14032,2,6,1874.68,0,0.0,Contato personalizado
14033,191,1,109.44,1,1.0,Oferecer desconto imediato
14035,42,4,1428.7,0,0.0,Contato personalizado
14037,114,4,689.75,1,0.995,Oferecer desconto imediato
14038,33,2,1509.5,0,0.005,Contato personalizado
14039,211,1,115.08000000000001,1,1.0,Oferecer desconto imediato
14040,22,23,9030.65,0,0.0,Contato personalizado
14042,361,1,431.98,1,0.995,Oferecer desconto imediato
14043,127,2,304.25,1,0.995,Oferecer desconto imediato
14044,54,6,2470.28,0,0.0,Contato personalizado
14045,9,13,9653.279999999999,0,0.0,Contato personalizado
14047,8,10,2946.42,0,0.0,Contato personalizado
14048,18,2,338.76,0,0.0,Campanha de reengajamento
14049,23,9,7557.3099999999995,0,0.0,Contato personalizado
14051,2,15,6823.610000000001,0,0.0,Contato personalizado
14052,26,1,255.45,0,0.0,Campanha de reengajamento
14053,33,2,312.05,0,0.0,Campanha de reengajamento
14055,213,2,795.3199999999999,1,1.0,Oferecer desconto imediato
14057,17,5,2190.88,0,0.0,Contato personalizado
14058,98,2,469.19,1,1.0,Oferecer desconto imediato
14060,2,13,3378.66,0,0.0,Contato personalizado
14061,143,3,917.4300000000001,1,1.0,Oferecer desconto imediato
14062,10,12,15139.35,0,0.005,Contato personalizado
14063,74,9,22710.2,0,0.0,Contato personalizado
14064,66,10,1978.68,0,0.005,Contato personalizado
14065,25,3,891.02,0,0.0,Contato personalizado
14068,239,3,1262.52,1,1.0,Oferecer desconto imediato
14069,150,2,230.06,1,1.0,Oferecer desconto imediato
14070,320,1,326.55,1,0.995,Oferecer desconto imediato
14072,302,1,390.85,1,1.0,Oferecer desconto imediato
14074,259,1,219.39999999999998,1,0.995,Oferecer desconto imediato
14075,39,3,792.61,0,0.0,Contato personalizado
14077,31,1,115.66,0,0.0,Campanha de reengajamento
14078,9,4,643.26,0,0.0,Campanha de reengajamento
14079,318,1,243.63,1,1.0,Oferecer desconto imediato
14080,49,4,1070.08,0,0.0,Contato personalizado
14081,5,9,4435.58,0,0.0,Contato personalizado
14082,28,1,231.10999999999999,0,0.0,Campanha de reengajamento
14083,7,3,388.83,0,0.005,Campanha de reengajamento
14084,148,1,150.5,1,1.0,Oferecer desconto imediato
14085,4,16,5656.43,0,0.0,Contato personalizado
14086,98,1,39.95,1,0.985,Oferecer desconto imediato
14087,40,2,651.8,0,0.0,Campanha de reengajamento
14088,42,3,13544.99,0,0.01,Contato personalizado
14091,290,2,9530.08,1,1.0,Oferecer desconto imediato
14092,10,10,3152.54,0,0.0,Contato personalizado
14094,75,1,335.22,0,0.0,Campanha de reengajamento
14095,358,1,2.95,1,1.0,Oferecer desconto imediato
14097,117,2,422.85999999999996,1,0.985,Oferecer desconto imediato
14099,11,9,2661.54,0,0.0,Contato personalizado
14101,24,7,3985.14,0,0.0,Contato personalizado
14104,25,3,555.37,0,0.0,Campanha de reengajamento
14105,44,4,4722.6,0,0.005,Contato personalizado
14106,373,1,214.79999999999998,1,1.0,Oferecer desconto imediato
14107,84,4,2174.07,0,0.005,Contato personalizado
14108,367,2,447.05,1,1.0,Oferecer desconto imediato
14110,71,21,7304.8,0,0.0,Contato personalizado
14112,87,6,2919.44,0,0.0,Contato personalizado
14113,11,12,5252.1900000000005,0,0.0,Contato personalizado
14114,31,5,977.5600000000001,0,0.0,Contato personalizado
14115,137,2,622.6700000000001,1,0.995,Oferecer desconto imediato
14118,64,1,458.45,0,0.005,Campanha de reengajamento
14119,11,2,183.37,0,0.0,Campanha de reengajamento
14122,42,3,362.42,0,0.0,Campanha de reengajamento
14123,369,1,436.18,1,1.0,Oferecer desconto imediato
14126,80,1,466.33000000000004,0,0.0,Campanha de reengajamento
14127,16,3,1190.3700000000001,0,0.0,Contato personalizado
14128,187,1,286.71,1,1.0,Oferecer desconto imediato
14129,35,4,1467.48,0,0.0,Contato personalizado
14130,11,3,1398.81,0,0.0,Contato personalizado
14131,284,1,187.87,1,1.0,Oferecer desconto imediato
14133,369,1,305.5,1,1.0,Oferecer desconto imediato
14134,18,15,11123.35,0,0.0,Contato personalizado
14135,3,11,4953.61,0,0.0,Contato personalizado
14136,36,5,1570.81,0,0.0,Contato personalizado
14137,331,1,332.7,1,1.0,Oferecer desconto imediato
14139,126,3,670.98,1,0.99,Oferecer desconto imediato
14142,9,2,671.34,0,0.0,Campanha de reengajamento
14144,122,1,30.599999999999998,1,1.0,Oferecer desconto imediato
14145,95,3,3857.85,1,0.995,Oferecer desconto imediato
14146,19,7,5259.3,0,0.0,Contato personalizado
14147,24,7,2106.8,0,0.0,Contato personalizado
14148,50,1,309.09000000000003,0,0.0,Campanha de reengajamento
14151,309,2,679.45,1,1.0,Oferecer desconto imediato
14152,23,5,1376.05,0,0.0,Contato personalizado
14153,119,1,233.4,1,1.0,Oferecer desconto imediato
14154,17,6,5115.08,0,0.0,Contato personalizado
14156,7,102,196566.74,0,0.0,Contato personalizado
14157,25,3,569.9,0,0.0,Campanha de reengajamento
14159,15,9,3245.0,0,0.0,Contato personalizado
14160,246,7,8421.47,1,0.975,Oferecer desconto imediato
14161,5,5,2208.36,0,0.0,Contato personalizado
14163,98,1,148.71,1,1.0,Oferecer desconto imediato
14166,141,2,256.85,1,1.0,Oferecer desconto imediato
14167,100,4,721.65,1,0.99,Oferecer desconto imediato
14168,56,2,370.45,0,0.0,Campanha de reengajamento
14169,66,2,624.4300000000001,0,0.0,Campanha de reengajamento
14170,11,3,597.33,0,0.0,Campanha de reengajamento
14171,366,1,135.0,1,1.0,Oferecer desconto imediato
14172,241,3,402.72,1,0.99,Oferecer desconto imediato
14173,277,2,135.16,1,1.0,Oferecer desconto imediato
14175,54,5,4456.58,0,0.0,Contato personalizado
14176,3,2,339.11,0,0.0,Campanha de reengajamento
14177,17,9,1669.93,0,0.0,Contato personalizado
14180,8,9,1570.73,0,0.0,Contato personalizado
14181,46,2,310.55,0,0.005,Campanha de reengajamento
14182,79,4,678.77,0,0.01,Campanha de reengajamento
14183,47,2,286.29,0,0.0,Campanha de reengajamento
14186,63,5,1550.63,0,0.0,Contato personalizado
14187,109,1,123.5,1,1.0,Oferecer desconto imediato
14189,4,2,1160.31,0,0.0,Contato personalizado
14190,302,1,79.9,1,1.0,Oferecer desconto imediato
14191,30,2,132.9,0,0.005,Campanha de reengajamento
14192,24,1,293.74,0,0.0,Campanha de reengajamento
14193,32,1,356.8,0,0.0,Campanha de reengajamento
14194,28,15,7321.07,0,0.0,Contato personalizado
14195,75,4,1603.6,0,0.0,Contato personalizado
14197,46,1,390.05,0,0.0,Campanha de reengajamento
14198,36,5,868.33,0,0.0,Contato personalizado
14199,59,3,906.3,0,0.0,Contato personalizado
14200,253,1,379.2,1,1.0,Oferecer desconto imediato
14201,45,3,446.1,0,0.0,Campanha de reengajamento
14202,17,3,847.76,0,0.0,Contato personalizado
14203,33,1,339.34,0,0.0,Campanha de reengajamento
14204,58,3,901.9300000000001,0,0.0,Contato personalizado
14205,30,7,1947.5,0,0.005,Contato personalizado
14206,24,2,856.85,0,0.0,Contato personalizado
14207,323,1,157.8,1,1.0,Oferecer desconto imediato
14208,187,1,415.31,1,1.0,Oferecer desconto imediato
14209,21,9,2919.84,0,0.0,Contato personalizado
14210,7,11,3955.6800000000003,0,0.0,Contato personalizado
14211,47,9,2161.19,0,0.0,Contato personalizado
14212,81,1,1119.6599999999999,0,0.0,Contato personalizado
14213,40,1,1192.2,0,0.0,Contato personalizado
14215,4,4,1626.61,0,0.0,Contato personalizado
14216,50,1,310.74,0,0.0,Campanha de reengajamento
14217,2,7,1411.91,0,0.0,Contato personalizado
14219,45,2,543.89,0,0.0,Campanha de reengajamento
14220,203,2,882.5999999999999,1,1.0,Oferecer desconto imediato
14221,85,8,3084.69,0,0.0,Contato personalizado
14224,26,5,847.78,0,0.0,Contato personalizado
14225,70,4,2037.02,0,0.0,Contato personalizado
14226,77,1,770.34,0,0.0,Contato personalizado
14227,50,5,3017.75,0,0.0,Contato personalizado
14228,73,3,745.5,0,0.0,Contato personalizado
14229,39,4,1046.84,0,0.0,Contato personalizado
14230,71,3,979.8000000000001,0,0.0,Contato personalizado
14231,86,1,309.91,0,0.0,Campanha de reengajamento
14233,101,3,1441.55,1,1.0,Oferecer desconto imediato
14235,134,4,1573.1299999999999,1,1.0,Oferecer desconto imediato
14236,8,4,1253.78,0,0.0,Contato personalizado
14237,9,2,471.14,0,0.0,Campanha de reengajamento
14238,298,2,287.38,1,1.0,Oferecer desconto imediato
14239,67,10,1882.3200000000002,0,0.0,Contato personalizado
14240,59,1,357.15,0,0.0,Campanha de reengajamento
14241,332,1,120.0,1,1.0,Oferecer desconto imediato
14243,1,8,4842.28,0,0.0,Contato personalizado
14244,296,1,366.41999999999996,1,1.0,Oferecer desconto imediato
14247,40,4,635.89,0,0.0,Campanha de reengajamento
14248,95,2,730.37,1,1.0,Oferecer desconto imediato
14249,46,12,5625.461,0,0.0,Contato personalizado
14252,17,1,350.99,0,0.0,Campanha de reengajamento
14253,129,2,363.40000000000003,1,1.0,Oferecer desconto imediato
14254,68,1,601.03,0,0.0,Campanha de reengajamento
14255,182,1,1000.63,1,1.0,Oferecer desconto imediato
14256,127,3,1504.93,1,1.0,Oferecer desconto imediato
14257,16,4,2854.73,0,0.0,Contato personalizado
14258,31,16,19381.36,0,0.0,Contato personalizado
14260,107,3,824.28,1,1.0,Oferecer desconto imediato
14263,59,1,322.93,0,0.0,Campanha de reengajamento
14264,15,4,1183.39,0,0.0,Contato personalizado
14265,100,2,843.17,1,1.0,Oferecer desconto imediato
14266,64,1,40.56,0,0.015,Campanha de reengajamento
14268,106,1,354.85,1,1.0,Oferecer desconto imediato
14269,75,1,295.73,0,0.0,Campanha de reengajamento
14271,45,1,106.81,0,0.0,Campanha de reengajamento
14272,198,2,482.85,1,1.0,Oferecer desconto imediato
14274,322,1,256.6,1,1.0,Oferecer desconto imediato
14275,31,6,1189.3799999999999,0,0.0,Contato personalizado
14276,43,4,982.94,0,0.0,Contato personalizado
14277,47,6,13009.61,0,0.0,Contato personalizado
14278,45,1,205.83,0,0.0,Campanha de reengajamento
14279,156,2,191.86,1,1.0,Oferecer desconto imediato
14281,44,1,245.15,0,0.0,Campanha de reengajamento
14282,3,11,4120.32,0,0.0,Contato personalizado
14283,99,4,628.4399999999999,1,0.985,Oferecer desconto imediato
14284,289,1,704.4,1,1.0,Oferecer desconto imediato
14285,149,4,1374.41,1,1.0,Oferecer desconto imediato
14286,40,4,3851.0099999999998,0,0.0,Contato personalizado
14290,49,3,2201.91,0,0.0,Contato personalizado
14291,16,12,4020.85,0,0.0,Contato personalizado
14292,46,7,4354.32,0,0.0,Contato personalizado
14293,4,6,2221.37,0,0.0,Contato personalizado
14294,43,1,375.34,0,0.0,Campanha de reengajamento
14295,74,4,2196.71,0,0.005,Contato personalizado
14296,57,2,456.40000000000003,0,0.005,Campanha de reengajamento
14298,11,38,39667.19,0,0.0,Contato personalizado
14299,1,19,10533.87,0,0.0,Contato personalizado
14301,52,3,1352.04,0,0.0,Contato personalizado
14302,66,3,742.9000000000001,0,0.0,Contato personalizado
14303,43,2,277.94,0,0.0,Campanha de reengajamento
14304,15,2,1341.56,0,0.0,Contato personalizado
14306,14,4,1058.0800000000002,0,0.0,Contato personalizado
14307,9,5,2075.31,0,0.0,Contato personalizado
14308,185,2,1147.02,1,1.0,Oferecer desconto imediato
14309,49,2,1428.28,0,0.01,Contato personalizado
14310,68,1,492.1,0,0.0,Campanha de reengajamento
14311,203,1,206.19,1,1.0,Oferecer desconto imediato
14312,14,5,1478.7,0,0.0,Contato personalizado
14314,66,1,109.80000000000001,0,0.0,Campanha de reengajamento
14315,200,2,716.69,1,1.0,Oferecer desconto imediato
14316,58,5,1370.34,0,0.0,Contato personalizado
14318,96,1,158.02,1,1.0,Oferecer desconto imediato
14319,60,1,494.85,0,0.0,Campanha de reengajamento
14320,182,3,868.96,1,0.995,Oferecer desconto imediato
14321,67,2,687.3100000000001,0,0.0,Campanha de reengajamento
14322,65,4,474.1,0,0.0,Campanha de reengajamento
14324,45,2,701.61,0,0.0,Campanha de reengajamento
14325,205,1,245.48000000000002,1,1.0,Oferecer desconto imediato
14326,99,2,757.13,1,1.0,Oferecer desconto imediato
14327,18,5,1583.28,0,0.0,Contato personalizado
14328,74,1,445.05,0,0.0,Campanha de reengajamento
14329,11,8,4912.38,0,0.0,Contato personalizado
14330,259,1,200.63,1,1.0,Oferecer desconto imediato
14332,17,2,1077.2,0,0.0,Contato personalizado
14334,61,4,1766.27,0,0.0,Contato personalizado
14338,172,1,339.88,1,1.0,Oferecer desconto imediato
14339,64,1,310.75,0,0.0,Campanha de reengajamento
14341,56,10,2285.04,0,0.0,Contato personalizado
14342,68,2,249.88,0,0.0,Campanha de reengajamento
14343,57,4,1088.91,0,0.0,Contato personalizado
14344,3,14,2443.77,0,0.0,Contato personalizado
14346,61,3,1294.17,0,0.0,Contato personalizado
14347,372,1,82.6,1,1.0,Oferecer desconto imediato
14350,16,2,689.1,0,0.0,Campanha de reengajamento
14353,46,2,285.9,0,0.0,Campanha de reengajamento
14355,1,3,840.0500000000001,0,0.0,Contato personalizado
14358,25,2,400.06,0,0.005,Campanha de reengajamento
14361,214,1,214.70999999999998,1,1.0,Oferecer desconto imediato
14363,38,2,227.47000000000003,0,0.0,Campanha de reengajamento
14365,30,2,634.68,0,0.0,Campanha de reengajamento
14366,161,1,136.0,1,1.0,Oferecer desconto imediato
14369,278,2,469.13,1,1.0,Oferecer desconto imediato
14370,86,6,1175.78,0,0.0,Contato personalizado
14372,79,2,860.08,0,0.0,Contato personalizado
14374,177,1,108.0,1,1.0,Oferecer desconto imediato
14375,86,2,875.31,0,0.005,Contato personalizado
14376,319,1,215.46,1,1.0,Oferecer desconto imediato
14378,257,1,131.25,1,1.0,Oferecer desconto imediato
14379,29,2,920.81,0,0.0,Contato personalizado
14380,318,1,48.96,1,1.0,Oferecer desconto imediato
14381,87,1,428.65999999999997,0,0.0,Campanha de reengajamento
14382,26,1,620.73,0,0.0,Campanha de reengajamento
14384,136,1,58.5,1,1.0,Oferecer desconto imediato
14388,8,9,3488.16,0,0.0,Contato personalizado
14389,60,3,854.55,0,0.0,Contato personalizado
14390,8,5,1747.01,0,0.0,Contato personalizado
14391,212,1,135.6,1,1.0,Oferecer desconto imediato
14392,68,1,266.4,0,0.0,Campanha de reengajamento
14394,200,1,93.8,1,1.0,Oferecer desconto imediato
14395,8,12,4700.3,0,0.0,Contato personalizado
14396,7,6,1633.94,0,0.0,Contato personalizado
14398,37,2,707.79,0,0.005,Contato personalizado
14399,30,8,2113.16,0,0.0,Contato personalizado
14400,44,2,1157.77,0,0.0,Contato personalizado
14401,60,9,2744.42,0,0.0,Contato personalizado
14402,288,1,285.6,1,1.0,Oferecer desconto imediato
14403,225,2,404.7,1,1.0,Oferecer desconto imediato
14404,5,8,1424.79,0,0.0,Contato personalizado
14405,22,1,195.0,0,0.0,Campanha de reengajamento
14408,107,4,1503.2400000000002,1,1.0,Oferecer desconto imediato
14409,4,5,1696.64,0,0.0,Contato personalizado
14410,12,2,1546.07,0,0.0,Contato personalizado
14412,60,1,656.16,0,0.0,Campanha de reengajamento
14413,46,3,647.67,0,0.0,Campanha de reengajamento
14414,10,1,902.35,0,0.0,Contato personalizado
14415,15,10,6191.32,0,0.0,Contato personalizado
14417,23,1,604.2,0,0.0,Campanha de reengajamento
14419,18,1,202.85,0,0.0,Campanha de reengajamento
14420,32,3,1251.65,0,0.0,Contato personalizado
14421,148,4,1656.26,1,1.0,Oferecer desconto imediato
14422,10,13,6007.88,0,0.0,Contato personalizado
14423,73,2,651.41,0,0.0,Campanha de reengajamento
14425,70,3,661.39,0,0.0,Campanha de reengajamento
14426,39,7,7246.27,0,0.0,Contato personalizado
14427,130,2,900.1800000000001,1,1.0,Oferecer desconto imediato
14429,39,1,516.28,0,0.005,Campanha de reengajamento
14430,147,3,1220.9,1,1.0,Oferecer desconto imediato
14431,15,3,2143.84,0,0.005,Contato personalizado
14433,101,1,289.6,1,1.0,Oferecer desconto imediato
14435,137,1,90.42,1,1.0,Oferecer desconto imediato
14436,189,1,182.64000000000001,1,1.0,Oferecer desconto imediato
14437,1,5,895.84,0,0.005,Contato personalizado
14439,79,4,6781.8,0,0.01,Contato personalizado
14440,1,9,4281.05,0,0.0,Contato personalizado
14441,10,7,2898.8,0,0.0,Contato personalizado
14442,50,5,3777.2,0,0.0,Contato personalizado
14443,4,2,966.27,0,0.0,Contato personalizado
14444,92,1,132.04,1,0.99,Oferecer desconto imediato
14445,91,1,221.65,1,0.99,Oferecer desconto imediato
14446,22,1,201.73,0,0.0,Campanha de reengajamento
14447,36,1,548.5,0,0.0,Campanha de reengajamento
14449,8,5,1575.7,0,0.0,Contato personalizado
14450,15,4,645.19,0,0.0,Campanha de reengajamento
14451,25,10,2646.18,0,0.0,Contato personalizado
14452,31,2,401.15,0,0.005,Campanha de reengajamento
14454,12,5,977.3,0,0.0,Contato personalizado
14455,68,4,628.21,0,0.0,Campanha de reengajamento
14458,16,1,237.42,0,0.0,Campanha de reengajamento
14459,287,1,3537.821,1,0.99,Oferecer desconto imediato
14460,32,6,659.16,0,0.0,Campanha de reengajamento
14461,18,10,4610.44,0,0.0,Contato personalizado
14462,68,1,265.99,0,0.0,Campanha de reengajamento
14463,135,1,256.95,1,1.0,Oferecer desconto imediato
14464,204,2,111.0,1,1.0,Oferecer desconto imediato
14465,64,8,2887.4100000000003,0,0.0,Contato personalizado
14466,8,7,2374.5,0,0.0,Contato personalizado
14467,25,8,1622.23,0,0.0,Contato personalizado
14468,369,1,204.24,1,1.0,Oferecer desconto imediato
14469,52,4,2112.21,0,0.0,Contato personalizado
14470,66,1,250.85,0,0.0,Campanha de reengajamento
14471,227,2,400.95,1,1.0,Oferecer desconto imediato
14472,325,1,291.38,1,1.0,Oferecer desconto imediato
14474,215,1,730.42,1,0.995,Oferecer desconto imediato
14475,44,1,225.3,0,0.0,Campanha de reengajamento
14477,72,3,660.0,0,0.0,Campanha de reengajamento
14478,18,4,1276.66,0,0.0,Contato personalizado
14479,1,3,982.86,0,0.0,Contato personalizado
14480,38,3,1020.47,0,0.0,Contato personalizado
14481,43,3,1674.98,0,0.0,Contato personalizado
14482,15,6,2289.76,0,0.005,Contato personalizado
14483,372,1,120.0,1,1.0,Oferecer desconto imediato
14484,37,3,749.0600000000001,0,0.0,Contato personalizado
14486,147,2,175.5,1,1.0,Oferecer desconto imediato
14487,4,2,257.28000000000003,0,0.0,Campanha de reengajamento
14489,73,3,1111.55,0,0.0,Contato personalizado
14490,42,2,1273.47,0,0.0,Contato personalizado
14491,8,1,127.2,0,0.0,Campanha de reengajamento
14492,66,7,1921.91,0,0.005,Contato personalizado
14493,26,5,2746.91,0,0.0,Contato personalizado
14494,37,2,261.9,0,0.0,Campanha de reengajamento
14495,295,1,51.0,1,0.995,Oferecer desconto imediato
14496,9,6,2129.42,0,0.0,Contato personalizado
14497,309,1,221.69,1,1.0,Oferecer desconto imediato
14498,37,5,1953.95,0,0.0,Contato personalizado
14499,10,4,1323.65,0,0.0,Contato personalizado
14505,40,11,6096.2,0,0.0,Contato personalizado
14506,5,3,1278.5,0,0.0,Contato personalizado
14507,14,5,1901.25,0,0.0,Contato personalizado
14508,12,3,598.52,0,0.0,Campanha de reengajamento
14509,170,1,110.95,1,1.0,Oferecer desconto imediato
14510,11,3,1007.28,0,0.0,Contato personalizado
14512,19,5,948.19,0,0.0,Contato personalizado
14513,72,3,332.42,0,0.005,Campanha de reengajamento
14514,72,6,3543.63,0,0.0,Contato personalizado
14515,23,6,1647.17,0,0.0,Contato personalizado
14516,152,1,163.92,1,1.0,Oferecer desconto imediato
14519,319,2,206.09,1,0.995,Oferecer desconto imediato
14521,127,1,199.45000000000002,1,1.0,Oferecer desconto imediato
14522,231,4,784.08,1,0.995,Oferecer desconto imediato
14524,45,4,1066.03,0,0.0,Contato personalizado
14525,64,8,3908.44,0,0.0,Contato personalizado
14526,25,1,262.4,0,0.0,Campanha de reengajamento
14527,1,69,19283.48,0,0.0,Contato personalizado
14530,32,10,3271.4900000000002,0,0.0,Contato personalizado
14531,115,1,376.34,1,1.0,Oferecer desconto imediato
14532,47,7,2926.33,0,0.0,Contato personalizado
14533,43,4,1516.65,0,0.0,Contato personalizado
14534,33,8,1824.06,0,0.0,Contato personalizado
14535,31,6,3166.54,0,0.0,Contato personalizado
14537,259,1,285.84000000000003,1,1.0,Oferecer desconto imediato
14538,166,3,982.59,1,1.0,Oferecer desconto imediato
14540,15,8,2799.08,0,0.0,Contato personalizado
14541,52,6,1038.03,0,0.0,Contato personalizado
14543,16,23,11276.44,0,0.0,Contato personalizado
14544,106,1,957.98,1,1.0,Oferecer desconto imediato
14545,310,1,349.25,1,1.0,Oferecer desconto imediato
14546,12,6,2619.81,0,0.0,Contato personalizado
14548,120,7,1974.69,1,1.0,Oferecer desconto imediato
14549,56,3,627.3100000000001,0,0.0,Campanha de reengajamento
14550,24,2,587.69,0,0.0,Campanha de reengajamento
14551,47,5,693.81,0,0.0,Campanha de reengajamento
14552,16,2,346.21,0,0.0,Campanha de reengajamento
14553,47,4,982.27,0,0.0,Contato personalizado
14555,17,4,1991.49,0,0.0,Contato personalizado
14556,232,3,835.34,1,1.0,Oferecer desconto imediato
14558,290,3,655.5,1,1.0,Oferecer desconto imediato
14559,26,1,75.6,0,0.0,Campanha de reengajamento
14560,15,22,3876.2599999999998,0,0.0,Contato personalizado
14562,26,8,1654.63,0,0.0,Contato personalizado
14563,145,2,679.44,1,0.995,Oferecer desconto imediato
14564,70,2,2605.62,0,0.0,Contato personalizado
14565,109,1,760.1,1,1.0,Oferecer desconto imediato
14566,53,3,2660.0,0,0.0,Contato personalizado
14568,71,1,919.7,0,0.0,Contato personalizado
14569,88,3,371.59,0,0.015,Campanha de reengajamento
14570,79,1,395.69,0,0.005,Campanha de reengajamento
14571,61,1,161.65,0,0.0,Campanha de reengajamento
14572,53,4,2782.34,0,0.0,Contato personalizado
14573,8,5,968.0,0,0.0,Contato personalizado
14574,368,1,143.70000000000002,1,1.0,Oferecer desconto imediato
14575,124,1,460.71,1,0.995,Oferecer desconto imediato
14576,8,1,35.400000000000006,0,0.01,Campanha de reengajamento
14577,30,3,514.54,0,0.0,Campanha de reengajamento
14579,68,1,105.56,0,0.0,Campanha de reengajamento
14580,154,1,14.850000000000001,1,0.995,Oferecer desconto imediato
14581,180,1,295.2,1,0.995,Oferecer desconto imediato
14583,19,3,728.48,0,0.0,Contato personalizado
14584,57,4,705.65,0,0.0,Campanha de reengajamento
14585,18,4,986.22,0,0.0,Contato personalizado
14588,214,1,135.39,1,1.0,Oferecer desconto imediato
14589,7,1,39.75,0,0.015,Campanha de reengajamento
14590,60,20,3006.62,0,0.0,Contato personalizado
14593,33,9,3094.02,0,0.005,Contato personalizado
14594,9,1,255.0,0,0.0,Campanha de reengajamento
14595,89,2,423.85,0,0.0,Campanha de reengajamento
14596,262,1,229.47,1,1.0,Oferecer desconto imediato
14597,15,4,1318.3899999999999,0,0.0,Contato personalizado
14598,205,1,162.07,1,1.0,Oferecer desconto imediato
14599,26,2,474.54,0,0.0,Campanha de reengajamento
14600,29,1,471.84000000000003,0,0.0,Campanha de reengajamento
14602,292,1,205.35999999999999,1,1.0,Oferecer desconto imediato
14604,269,1,143.85999999999999,1,1.0,Oferecer desconto imediato
14605,10,4,937.16,0,0.0,Contato personalizado
14606,2,102,18704.41,0,0.0,Contato personalizado
14607,103,8,7568.13,1,0.99,Oferecer desconto imediato
14608,15,7,1567.79,0,0.0,Contato personalizado
14609,26,6,884.64,0,0.005,Contato personalizado
14610,31,2,24.35,0,0.06,Campanha de reengajamento
14611,79,2,604.3299999999999,0,0.0,Campanha de reengajamento
14612,51,1,877.7,0,0.0,Contato personalizado
14613,316,1,76.32000000000001,1,1.0,Oferecer desconto imediato
14614,22,1,295.13,0,0.0,Campanha de reengajamento
14615,30,5,951.76,0,0.0,Contato personalizado
14616,21,2,121.7,0,0.005,Campanha de reengajamento
14617,38,2,190.47000000000003,0,0.0,Campanha de reengajamento
14618,12,4,788.88,0,0.0,Contato personalizado
14619,177,1,896.8000000000001,1,0.995,Oferecer desconto imediato
14621,147,4,1212.21,1,0.99,Oferecer desconto imediato
14623,16,5,1170.33,0,0.0,Contato personalizado
14624,51,4,588.22,0,0.0,Campanha de reengajamento
14625,10,9,3598.25,0,0.0,Contato personalizado
14626,31,7,2619.65,0,0.0,Contato personalizado
14627,15,1,462.75,0,0.0,Campanha de reengajamento
14628,78,3,1326.04,0,0.0,Contato personalizado
14630,120,1,338.65,1,0.995,Oferecer desconto imediato
14631,22,3,1018.71,0,0.0,Contato personalizado
14634,73,4,2124.46,0,0.0,Contato personalizado
14635,89,1,215.22,0,0.01,Campanha de reengajamento
14637,313,1,106.67999999999999,1,1.0,Oferecer desconto imediato
14639,44,3,1994.47,0,0.01,Contato personalizado
14640,45,4,1541.98,0,0.0,Contato personalizado
